row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,k_dielectric_constant,band_gap_eV,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,growth_rate_A_per_cycle,film_thickness_nm,anneal_temp_PDA_C,anneal_atmosphere,anneal_duration,substrate_material,IL_type,IL_thickness_nm,top_electrode_material,data_quality,data_split_policy,source_db
82,Alam,2024,arXiv preprint,2512.09391,SrTiO3 nanomembrane 200nm on GaN MOSCAP; k=115-186; no leakage to 11V,SrTiO3,,0,perovskite_monoclinic,150,,RT,nanomembrane_transfer,,,,200.0,250.0,ambient,60s,GaN,GaOx,0.3,Au,verified,train_val_test_allowed,trusted_v3_original
83,ACS_JPCC,2022,Journal of Physical Chemistry C,10.1021/acs.jpcc.2c04425,TiO2 TDMAT/O2 high-T; GPC drops with T due to OH depletion; anatase/rutile,TiO2,,0,anatase+rutile,40.0,,300,TDMAT,O2,100,0.5,,600.0,N2,30s,Si,SiO2,0.5,Al,verified,train_val_test_allowed,trusted_v3_original
84,ACS_JPCC,2022,Journal of Physical Chemistry C,10.1021/acs.jpcc.2c04425,TiO2 TTIP/O2 high-T; comparison precursor study,TiO2,,0,anatase,55.0,,400,TTIP,O2,100,0.4,,600.0,N2,30s,Si,SiO2,0.5,Al,verified,train_val_test_allowed,trusted_v3_original
85,Sharma,2020,J. Vacuum Science Technology A,10.1116/6.0000395,HfO2 PEALD HfCp(NMe2)3/O2-plasma; novel mixed Cp-amide precursor,HfO2,,0,monoclinic,21.0,,300,HfCp(NMe2)3,O2_plasma,100,1.1,10.0,500.0,N2,30s,Si,SiO2,0.5,TiN,verified,train_val_test_allowed,trusted_v3_original
86,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,Y2O3 tabulated reference; k=15; BG=6.0eV,Y2O3,,0,cubic,15,,,,,,,,,,,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
87,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,TiO2 tabulated reference; k=80; BG=3.5eV,TiO2,,0,rutile,80,,,,,,,,,,,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
88,La_Al_Oxide,2020,Journal of Alloys and Compounds,10.1016/j.jallcom.2020.156182,La2O3-Al2O3 sol-gel La:Al=2:8; k=10.72; Jg=1.7e-10 at 2MV/cm; IGZO TFT,LaAlO_solgel,La,20,amorphous,10.72,,photo_anneal,La(NO3)3+Al(NO3)3,sol-gel,,,,250.0,ambient,UV_photo,flexible_substrate,none,0.0,ITO,verified,train_val_test_allowed,trusted_v3_original
89,Duempelmann,2017,Journal of Materials Chemistry C,10.1039/C6TC05158H,BaTiO3 ALD perovskite; ultra-high k; Ba:Ti ratio critical,BaTiO3,,0,perovskite,150,,250,Ba+Ti_precursors,H2O_O3,100,,,700.0,O2,30s,Si,TiO2_seed,1.0,Pt,verified,train_val_test_allowed,trusted_v3_original
90,ACS_AMI_2025,2025,ACS Applied Materials Interfaces,10.1021/acsami.5c11791,ZrO2 MCPZr novel precursor 350C; high-T window for HZO co-deposition,ZrO2,,0,tetragonal,30.0,,350,MCPZr,H2O,100,1.1,10.0,700.0,N2,30s,Si,SiO2,0.5,TiN,verified,train_val_test_allowed,trusted_v3_original
91,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 300C; high-T precursor; k=24.0,HfO2,,0,monoclinic+tetragonal,24.0,,300,Cp2Hf(CH3)2,H2O,varies,1.2,50.0,600.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
92,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 350C; high-T precursor; k=22.0,HfO2,,0,monoclinic,22.0,,350,Cp2Hf(CH3)2,H2O,varies,1.1,50.0,600.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
93,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 400C; high-T precursor; k=20.0,HfO2,,0,monoclinic,20.0,,400,Cp2Hf(CH3)2,H2O,varies,0.9,50.0,600.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
94,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 450C; high-T precursor; k=18.0,HfO2,,0,monoclinic,18.0,,450,Cp2Hf(CH3)2,H2O,varies,0.7,50.0,600.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
95,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 500C; high-T precursor; k=15.0,HfO2,,0,monoclinic,15.0,,500,Cp2Hf(CH3)2,H2O,varies,0.5,50.0,600.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
96,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 250C; extended ALD window 250-450C; k=32.0,ZrO2,,0,tetragonal,32.0,,250,CpZr(NMe2)3,H2O,varies,1.2,15.0,700.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
97,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 300C; extended ALD window 250-450C; k=31.0,ZrO2,,0,tetragonal,31.0,,300,CpZr(NMe2)3,H2O,varies,1.1,15.0,700.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
98,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 350C; extended ALD window 250-450C; k=28.0,ZrO2,,0,tetragonal+monoclinic,28.0,,350,CpZr(NMe2)3,H2O,varies,1.0,15.0,700.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
99,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 400C; extended ALD window 250-450C; k=24.0,ZrO2,,0,monoclinic,24.0,,400,CpZr(NMe2)3,H2O,varies,0.9,15.0,700.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
100,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 450C; extended ALD window 250-450C; k=20.0,ZrO2,,0,monoclinic,20.0,,450,CpZr(NMe2)3,H2O,varies,0.8,15.0,700.0,N2,30s,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
101,Niinisto_Cp,2009,Journal of Crystal Growth,10.1016/j.jcrysgro.2009.10.028,HfO2 novel Cp-based precursor 300C; TiN substrate; C<0.5%; H<1%; 50nm,HfO2,,0,monoclinic+tetragonal,22.0,,300,CpHf_novel,H2O,varies,1.1,50.0,600.0,N2,30s,Si,SiO2,0.5,TiN,verified,train_val_test_allowed,trusted_v3_original
102,Niinisto_Cp,2009,Journal of Crystal Growth,10.1016/j.jcrysgro.2009.10.028,Y:HfO2 novel Cp precursor 300C; Y-doping stabilizes cubic/tetragonal,HfYO,Y,5,cubic+tetragonal,38.0,,300,CpHf_novel+Y_precursor,H2O,varies,1.1,50.0,600.0,N2,30s,Si,SiO2,0.5,TiN,verified,train_val_test_allowed,trusted_v3_original
103,ACS_AEM_2022,2022,ACS Applied Electronic Materials,10.1021/acsaelm.2c00402,HZO/HfO2 MFIS gate stack; ferroelectric memory; retention+endurance study,Hf0.5Zr0.5O2/HfO2,Zr,50,orthorhombic+amorphous,28.0,,250,TEMAH+TEMAZr,O3,120+20,1.0,12.0,500.0,N2,30s,Si,HfO2,2.0,TiN,verified,train_val_test_allowed,trusted_v3_original
104,Park_TiO2,2019,J. Vacuum Science Technology A,10.1116/1.5093199,TiO2 TDMAT/O2-plasma PEALD; ion impact on GPC; bias voltage study,TiO2,,0,anatase,55.0,,250,TDMAT,O2_plasma,150,0.5,15.0,500.0,N2,30s,Si,SiO2,0.5,Al,verified,train_val_test_allowed,trusted_v3_original
105,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,Ta2O5 review reference; k=22; BG=4.4eV; ÎEC=0.35eV to Si (too small!),Ta2O5,,0,amorphous,22.0,,,,,,,,,,,Si,SiO2,0.5,Au,verified,train_val_test_allowed,trusted_v3_original
106,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,,,amorphous,21.0,,85,TDMAH,H2O,7143.0,1.4,100.0,,,,n-type Si,,,,verified,train_val_test_allowed,trusted_v3_original
107,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,,,orthorhombic + monoclinic,30.0,,350,TDMAH,H2O,46154.0,1.3,600.0,,,,n-type Si,,,,verified,train_val_test_allowed,trusted_v3_original
108,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,N,4.5,orthorhombic + monoclinic,26.0,,200,TDMAH,H2O/NH3,42308.0,1.3,550.0,,,,n-type Si,,,,verified,train_val_test_allowed,trusted_v3_original
109,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,22.8,,250,CpZr(NMe2)3/C7H8,O3,,,15.2,,,,Si,,,TiN,verified,train_val_test_allowed,trusted_v3_original
110,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,38.3,,300,CpZr(NMe2)3/C7H8,O3,,,20.0,,,,Si,,,TiN,verified,train_val_test_allowed,trusted_v3_original
111,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,27.6,,350,CpZr(NMe2)3/C7H8,O3,,,18.4,,,,Si,,,TiN,verified,train_val_test_allowed,trusted_v3_original
112,Zhigang Xiao,2020,Crystals,10.3390/cryst10020136,,HfO2,,,,,,270,TDMAH,O2 plasma,100.0,1.0,10.0,400.0,vacuum,20 min,Si,,,,verified,train_val_test_allowed,trusted_v3_original
113,Zhigang Xiao,2020,Crystals,10.3390/cryst10020136,,ZrO2,,,,,,270,TDMAZ,O2 plasma,100.0,1.0,10.0,400.0,vacuum,20 min,Si,,,,verified,train_val_test_allowed,trusted_v3_original
114,Brendan F. M. Healy,2025,ACS Applied Nano Materials,10.1021/acsanm.5c00901,Surface coverage 90.70%,HfO2 on MoS2,,,,,,200,TDMAH,O2 plasma,200.0,,,,,,1L MoS2,,,,verified,train_val_test_allowed,trusted_v3_original
115,Brendan F. M. Healy,2025,ACS Applied Nano Materials,10.1021/acsanm.5c00901,Surface coverage 87.93%,HfO2 on MoS2,,,,,,200,TDMAH,O3,200.0,,,,,,1L MoS2,,,,verified,train_val_test_allowed,trusted_v3_original
116,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,,,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.17,10.0,600.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
117,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,,,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.17,10.0,600.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
118,Yong Kyu Choi,2025,ACS Omega,10.1021/acsomega.5c01112,,Hf0.5Zr0.5O2,Zr,50.0,,,,260,TEMA-Hf/TEMA-Zr,O2 plasma,85.0,1.17,10.0,600.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
119,Rahul Ramesh,2026,Frontiers in Nanotechnology,10.3389/fnano.2026.1729291,,HfZrO4,Zr,50.0,,,,250,TDMAHf/TDMAZr,H2O,,,10.0,400.0,N2,60 s,,,,,verified,train_val_test_allowed,trusted_v3_original
120,Rahul Ramesh,2026,Frontiers in Nanotechnology,10.3389/fnano.2026.1729291,,HfZrO4,Zr,50.0,,,,250,TDMAHf/TDMAZr,H2O,,,10.0,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
121,Kim,2021,Materials,10.3390/ma14237478,"ALD HfOx using TEMAH and LNS oxidant; optimized at 300°C with 1 s TEMAH pulse, 0.2 s oxidant pulse, 60 s purges https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,300,TEMAH,La(NO3)3·6H2O (LNS),125.0,1.6,20.0,,,,Si(100),,,,verified,train_val_test_allowed,trusted_v3_original
122,Kim,2021,Materials,10.3390/ma14237478,"ALD HfOx using TEMAH and H2O oxidant; optimized at 300°C with 1 s TEMAH pulse, 0.2 s oxidant pulse, 60 s purges https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,300,TEMAH,H2O,125.0,0.8,20.0,,,,Si(100),,,,verified,train_val_test_allowed,trusted_v3_original
123,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 200°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,200,TEMAH,La(NO3)3·6H2O,50.0,1.6,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
124,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 300°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,300,TEMAH,La(NO3)3·6H2O,50.0,1.6,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
125,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with LNS oxidant at 350°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 1.6 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,350,TEMAH,La(NO3)3·6H2O,50.0,1.6,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
126,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 200°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,200,TEMAH,H2O,50.0,0.8,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
127,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 300°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,300,TEMAH,H2O,50.0,0.8,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
128,Kim,2021,Materials,10.3390/ma14237478,"HfOx film deposition using TEMAH with H2O oxidant at 350°C; 50 cycles; 1 s precursor pulse, 0.2 s oxidant pulse, 60 s purge times. Growth rate 0.8 Å/cycle https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/https://pmc.ncbi.nlm.nih.gov/articles/PMC8659129/#:~:text=Thickness%20of%20HfO_,2%7DO",HfOx,,,,,,350,TEMAH,H2O,50.0,0.8,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
129,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 170°C; RMS roughness measured by AFM 1.514 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,,170,TEMAHf,H2O,600.0,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
130,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 200°C; RMS roughness measured by AFM 2.257 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,,200,TEMAHf,H2O,600.0,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
131,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 230°C; RMS roughness measured by AFM 2.752 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,,230,TEMAHf,H2O,600.0,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
132,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 260°C; RMS roughness measured by AFM 3.106 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,,260,TEMAHf,H2O,600.0,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
133,Hu,2020,Physica B,,"HfO2 ALD using TEMAHf and H2O; 600 cycles; precursor pulse 1.6 s, oxidant pulse 0.2 s, purge times 5 s; deposition temperature 290°C; RMS roughness measured by AFM 2.883 nmefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf#:~:text=deionized%20water%20in%20an%20ultrasonic,deposition%20period%20was%20600%20cyclesefs.charlotte.edu/yzhang47/files/2020/08/Structure-and-optical-properties-of-HfO2-films-on-Si-100-substrates-prepared-by-ALD-at-different-temperatures.pdf",HfO2,,,,,,290,TEMAHf,H2O,600.0,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
134,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample A from ALD with La and Al precursors; thickness 10.469 nm, EOT 3.89 nm, dielectric constant 17.06file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,17.06,,280,,H2O,,,10.469,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
135,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample B from ALD with La and Al precursors; thickness 10.757 nm, EOT 3.41 nm, dielectric constant 21.94file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,21.94,,280,,H2O,,,10.757,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
136,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample C from ALD with La and Al precursors; thickness 8.895 nm, EOT 2.9 nm, dielectric constant 24.78file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,24.78,,280,,H2O,,,8.895,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
137,Chen,2015,Nanoscale Research Letters,,"La1-xAlxO3 nanolaminate sample D from ALD with La and Al precursors; thickness 8.85 nm, EOT 8.33 nm, dielectric constant 5.05file:///home/oai/redirect.html#:~:text=In%20order%20to%20research%20the,19",La1-xAlxO3,Al,,,5.05,,280,,H2O,,,8.85,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
138,Chen,2015,Nanoscale Research Letters,,"Optimized process parameters for La1-xAlxO3 ALD: La precursor 0.3 s pulse/4 s purge, oxidant 0.3 s pulse/8 s purge, deposition temp 280°Cfile:///home/oai/redirect.html#:~:text=Precursor%20Deposition%20Precursor%20Oxidant%20Precursor,1%203%204",La1-xAlxO3,Al,,,,,280,,,,,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
139,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 0.1s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
140,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 0.5s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
141,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 2.0s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
142,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose time 4.0s, O2 plasma dose time 60s, purge 90s; growth per cycle saturated to ~2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
143,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 3s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,1.9,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
144,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 5s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.0,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
145,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 10s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.1,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
146,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 30s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.3,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
147,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 60s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
148,Choi,2022,Nanomaterials,10.3390/nano13010161,PE-ALD HfO2 film; O2 plasma dose time 120s with TDMAHf dose time 2s; purge 90s; growth per cycle increases with plasma timehttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/,HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,,,,,,,,verified,train_val_test_allowed,trusted_v3_original
149,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,1.9,,500.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
150,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.0,,500.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
151,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.1,,500.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
152,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.3,,500.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
153,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,,250,TDMAHf,O2 plasma,100.0,2.4,,500.0,N2,30 s,,,,,verified,train_val_test_allowed,trusted_v3_original
