row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,k_curation_status,k_curation_comment
201,Lindblad,2024,CSMANTECH Conference,,HfO2 O3,HfO2,,,,20.0,250,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
202,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP,HfO2,,,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
203,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al1%,HfO2,Al,1.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
204,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al5%,HfO2,Al,5.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
205,Lindblad,2024,CSMANTECH Conference,,HfO2 O3 Al5%,HfO2,Al,5.0,,20.0,250,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
206,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al10%,HfO2,Al,10.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
207,King,2013,PhD thesis,,HfO2 undoped,HfO2,,,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
208,King,2013,PhD thesis,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
209,King,2013,PhD thesis,,Ti0.5Hf0.5O2 annealed,HfO2,Ti,50.0,,10.0,250,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
210,King,2013,PhD thesis,,Ce0.11Hf0.89O2 500C anneal,HfO2,Ce,11.0,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
211,King,2013,PhD thesis,,Ce0.11Hf0.89O2 850C anneal,HfO2,Ce,11.0,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
212,King,2013,PhD thesis,,Ce-doped HfO2 at 150C,HfO2,Ce,11.0,,10.0,150,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
213,Huddersfield,2015,Huddersfield portal,,Ti0.1Hf0.9O2 as-deposited,HfO2,Ti,10.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
214,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
215,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 500C anneal,HfO2,Ti,50.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
216,Unknown,2010,Conference abstract,,Gd_xHf1-xO_y with x=11%,HfO2,Gd,11.0,,10.0,200,HfCl4,H2O,,,,,,,,,0.55,,,,,,,,,,,Si,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
217,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:1,AlHfO,Al,50.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
218,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:2,AlHfO,Al,33.3,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
219,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:3,AlHfO,Al,25.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
220,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:4,AlHfO,Al,20.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
221,Gonta,2017,RIT conference,,Al-doped HfO2 film,HfO2,Al,,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,
222,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD pure-HfO2 ref (x=0); 20nm on n-Si; Al gate; highest k & leakage of series; series SiO2 IL present (low extracted k vs intrinsic monoclinic),HfO2,,0,,20,200,TEMAH,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from reported composition fit k=13.16-6.46x at x=0; Schottky barrier 0.84 eV; m*=0.5 m0; Eg=5.69 eV
223,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.25(HfO2)0.75; authors deem 20-30% Al2O3 optimal for stable leakage,AlHfO,Al,20.95,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from fit k=13.16-6.46x at x=0.25; Al 20.95 at% (XPS); Schottky barrier 0.81 eV
224,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.5(HfO2)0.5; variable-T I-V (25-100C); FN->PF transition at high T,AlHfO,Al,45.57,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from fit at x=0.5; Al 45.57 at%; Schottky barrier 0.80 eV; m*=0.18 m0
225,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.75(HfO2)0.25,AlHfO,Al,69.31,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from fit at x=0.75; Al 69.31 at%; Schottky barrier 0.82 eV
226,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,"PEALD pure-Al2O3 endpoint; lowest leakage, largest bandgap of series",Al2O3,,100,,20,200,TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from fit at x=1 (endpoint); Schottky barrier 0.83 eV; m*=0.23 m0
227,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"ALD Al2O3(2)/ZrO2(20)/Al2O3(2) MIM, TaN/TaN; as-deposited; J@2V=1.23e-8, J@4V=1.06e-7, J@-4V=3.41e-8 A/cm2; Vbd~9.8V(50%); phi_t=0.73/0.82 eV",ZrO2,,,amorphous,20,250,TDMAZ,H2O,,,,,,,,,,,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,28.3,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,ZrO2-layer k decoupled from A/Z/A stack (Al2O3 k~8); as-deposited
228,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 700W; J@4V=6.68e-7, J@-4V=3.30e-7 A/cm2; phi_t=0.51/0.53 eV; ~40% permittivity gain",ZrO2,,,,20,250,TDMAZ,H2O,,,,,,,,,,260,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,40.1,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"ZrO2-layer k; microwave anneal (MWA) 700W ~260C, 5.8GHz, 5min"
229,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 1050W; J@4V=7.63e-6, J@-4V=1.20e-6 A/cm2; phi_t=0.38/0.47 eV; field-assisted tunneling",ZrO2,,,,20,250,TDMAZ,H2O,,,,,,,,,,350,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,41.0,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"ZrO2-layer k; MWA 1050W ~350C, 5.8GHz, 5min"
230,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 1400W; J@2V=1.36e-8, J@4V=1.92e-5, J@-4V=3.48e-6 A/cm2; Vbd~9V; conduction=field-assisted tunneling",ZrO2,,,tetragonal,20,250,TDMAZ,H2O,,,,,,,,,,400,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,41.9,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"ZrO2-layer k; MWA 1400W ~400C, 5.8GHz, 5min; tetragonal (111)~30.7deg"
231,Li,2019,Nanoscale Research Letters,10.1186/s11671-019-2907-0,ALD Ta2O5 (PDMATa/O3) on n-Si; 700C/2h/N2; J@2MV/cm=0.329 A/cm2 (not at 1V),Ta2O5,,,orthorhombic+hexagonal,,230,PDMATa,O3,,,,,,,,,0.52,700,2h,N2,,,,,,,,Si,,,,Al,,n-type,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,pure Ta2O5 endpoint; k stated in text
232,Li,2019,Nanoscale Research Letters,10.1186/s11671-019-2907-0,"ALD Al2O3 (TMA/O3); amorphous; lowest leakage J=2.62e-8 A/cm2; nanolaminate intermediates (38:12..17:33) are figure-derived (Fig.3d), not tabulated",Al2O3,,,amorphous,,230,TMA,O3,,,,,,,,,1.01,700,2h,N2,,,,,,,,Si,,,,Al,,n-type,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,pure Al2O3 endpoint; k stated in text
233,Kim,2025,Nanomaterials,10.3390/nano15110783,DP-ALD HfO2 (TiN/HfO2/TiN); GPC 0.97(horiz)/1.12(vert) A/cyc; J@0.8V(15nm)~1e-4 A/cm2; non-lattice Hf 17.0% O 9.82%; step coverage 92.6/87.3%; higher k via O-vacancy polarization,HfO2,,,,,,TEMA-Hf,O2_plasma,,,,,,,,200,0.97,450,1min,N2,,,,,0.79,,,Si,,SiO2,,TiN,,,,,,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from EOT vs t_phys slope (EOT=0.175*t+0.79); direct-plasma ALD; thickness series 5-20nm
234,Kim,2025,Nanomaterials,10.3390/nano15110783,RP-ALD HfO2 (TiN/HfO2/TiN); GPC 0.72(horiz)/0.55(vert) A/cyc; J@0.8V(15nm)~1e-7 A/cm2 (3 orders below DP); non-lattice Hf 13.6% O 5.08%; step coverage ~100%,HfO2,,,,,,TEMA-Hf,O2_plasma,,,,,,,,2600,0.72,450,1min,N2,,,,,0.8,,,Si,,SiO2,,TiN,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derived_k_fit,k from EOT vs t_phys slope (EOT=0.20*t+0.80); remote-plasma ALD; thickness series 5-20nm
235,Lee,2026,Advanced Electronic Materials,10.1002/aelm.202500679,"ALD Al-doped HfO2 MIM (Ti/TiN // TiN/Pt); uniform doping; TiN-driven tetragonal stabilization; TDMAH 43C/3s, TMA 1s, H2O 1s, Ar purge 30s; GPC 0.12 nm/cyc",HfAlO,Al,,tetragonal+monoclinic,11,200,TDMAH+TMA,H2O,,3,,1,,,,,1.2,600,,,,,,TiN,,,,Si,,,,Pt,30,p+,,11,0.96,,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"uniform Al super-cycle doping, 600C anneal; headline tabulated value"
236,Lee,2026,Advanced Electronic Materials,10.1002/aelm.202500679,"ALD Al-gradient-doped HfO2 MIM; gradient super-cycle; leakage ~1 order below uniform; larger grains, lower O-vacancy; 400/500C variants exist but k/EOT cells not retrievable (Wiley block)",HfAlO,Al,,tetragonal,11,200,TDMAH+TMA,H2O,,3,,1,,,,,1.2,600,,,,,,TiN,,,,Si,,,,Pt,30,p+,,11,0.71,,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"Al GRADIENT doping, 600C; highest reported HfO2 k to date; +35.8% k & -0.25nm EOT vs uniform"
237,Zhang,2025,Nano-Micro Letters,10.1007/s40820-025-01841-x,"ALD HZO 1:1 laminate (HfCl4/ZrCl4/H2O, ~1nm sublayers); near-edge plasma; downscaled 3.85um dia; stored charge 183 uC/cm2 @1.2V/50ns, >1e12 cycles; companion Nat Commun 16:2679 (10.1038/s41467-025-57963-8)",Hf0.5Zr0.5O2,Zr,50,tetragonal+orthorhombic,10,200,HfCl4+ZrCl4,H2O,,,,,,,,,,550,30s,N2,,,,,,,,TiN,,,,TiN/W,,,,10,,,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,"dielectric permittivity (giant, special state)",1466,outlier_quarantine_do_not_train,"QUARANTINE: 1466 is a metastable size-/defect-engineered giant-permittivity state (3.85um cap, near-edge plasma, O-vacancy ordering), NOT intrinsic HZO k; exclude from regression targets"
238,Du,2023,Applied Surface Science,10.1016/j.apsusc.2023.158078,"TiN/Al2O3(0.3nm)/Hf0.3Zr0.7O2(6nm)/TiN DRAM cap; Jleak<7.7e-8 A/cm2 at +-0.5V (not at 1V); GIXRD o(111)30.4+t(011)30.8; authors Du,Luo,Shen,Bai,Gan,Yin,Li",Hf0.3Zr0.7O2,,,tetragonal+orthorhombic,6,,,H2O,,,,,,,,,,550,,N2,,,,,,,,TiN,,Al2O3,0.3,TiN,,,,6.3,0.54,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,MPB Hf0.3Zr0.7O2 by tuning ALD H2O dose; Al2O3(0.3nm) IL; RTA 550C; Hf:Zr=3:7
239,Luo,2023,Applied Physics Letters,10.1063/5.0145824,TiN/Al2O3(0.2)/Hf0.5Zr0.5O2(5.6)/Al2O3(0.2)/TiN DRAM cap; EOT~5.1A; Jleak<1e-7 A/cm2 at +-0.5V (not at 1V),Hf0.5Zr0.5O2,,,tetragonal+orthorhombic,5.6,,,,,,,,,,,,,,,,,,,,,,,TiN,,Al2O3,0.2,TiN,,,,6.0,0.51,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,MPB Hf0.5Zr0.5O2 with Al2O3(0.2nm) top+bottom IL; woken-up t/o ratio tuned
240,Park,2018,ACS Applied Materials & Interfaces,10.1021/acsami.8b15576,ALD HfO2-ZrO2 solid solution MPB DRAM study; Hf0.5Zr0.5O2 peak k=47 at 6.5nm,Hf0.5Zr0.5O2,,,tetragonal+orthorhombic,6.5,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"peak k at MPB, Hf:Zr=5:5, 6.5nm; k increases as thickness decreases (5-20nm)"
241,Park,2018,ACS Applied Materials & Interfaces,10.1021/acsami.8b15576,ALD HfO2-ZrO2 solid solution MPB; Hf0.3Zr0.7O2 peak k=43 at 9.2nm; same paper as row for Hf0.5Zr0.5O2,Hf0.3Zr0.7O2,,,tetragonal+orthorhombic,9.2,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,"peak k at MPB, Hf:Zr=3:7, 9.2nm"
242,Das,2021,IEEE Transactions on Electron Devices,10.1109/TED.2021.3131403,"Sub-5A-EOT DRAM cap; Jleak<3e-8 A/cm2 at 0.5V (not at 1V); HPA 200atm; k~49, EOT~0.48nm",Hf0.33Zr0.67O2,,,tetragonal+orthorhombic,6,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,6,0.48,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,MPB Hf1/3Zr2/3O2 via high-pressure anneal 200atm + rapid cooling (RC)
243,Zhou,2021,IEEE IEDM Technical Digest,10.1109/IEDM19574.2021.9720632,"Al-doped HfO2 near MPB; k~68 EOT~0.54nm (9.4nm film); Jleak<1e-5 A/cm2 (high, due to 750C anneal); highest doped-HfO2 k reported",HfAlO,Al,,tetragonal+orthorhombic,9.4,,,,,,,,,,,,,750,,,,,,,,,,TiN,,,,TiN,,,,9.4,0.54,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,record HfO2-based k via Al-doping + deposition-temperature engineering near MPB; 750C anneal
244,Kim,2022,Ceramics International,10.1016/j.ceramint.2021.10.097,"DRAM cap dielectric; k=37.9; Jleak=3.52e-9 A/cm2 (bias as reported, not at 1V); monoclinic suppressed by Y; TiN electrode",HfYO,Y,,tetragonal,,,HfCp(NMe2)3+Y-amide(cocktail),O3,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid_k,Y-doped HfO2 via ALD cocktail precursor; tetragonal stabilized WITHOUT post-anneal
