row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
226,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,"PEALD pure-Al2O3 endpoint; lowest leakage, largest bandgap of series",Al2O3,,100,,20,200,TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"ALD Al2O3(2)/ZrO2(20)/Al2O3(2) MIM, TaN/TaN; as-deposited; J@2V=1.23e-8, J@4V=1.06e-7, J@-4V=3.41e-8 A/cm2; Vbd~9.8V(50%); phi_t=0.73/0.82 eV",ZrO2,,,amorphous,20,250,TDMAZ,H2O,,,,,,,,,,,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,28.3,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 700W; J@4V=6.68e-7, J@-4V=3.30e-7 A/cm2; phi_t=0.51/0.53 eV; ~40% permittivity gain",ZrO2,,,,20,250,TDMAZ,H2O,,,,,,,,,,260,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,40.1,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 1050W; J@4V=7.63e-6, J@-4V=1.20e-6 A/cm2; phi_t=0.38/0.47 eV; field-assisted tunneling",ZrO2,,,,20,250,TDMAZ,H2O,,,,,,,,,,350,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,41.0,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Zhu,2019,Nanoscale Research Letters,10.1186/s11671-019-2874-5,"MWA 1400W; J@2V=1.36e-8, J@4V=1.92e-5, J@-4V=3.48e-6 A/cm2; Vbd~9V; conduction=field-assisted tunneling",ZrO2,,,tetragonal,20,250,TDMAZ,H2O,,,,,,,,,,400,5min,,,,,,,,,TaN,,none,,TaN,,,,24,,,41.9,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Li,2019,Nanoscale Research Letters,10.1186/s11671-019-2907-0,ALD Ta2O5 (PDMATa/O3) on n-Si; 700C/2h/N2; J@2MV/cm=0.329 A/cm2 (not at 1V),Ta2O5,,,orthorhombic+hexagonal,,230,PDMATa,O3,,,,,,,,,0.52,700,2h,N2,,,,,,,,Si,,,,Al,,n-type,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Li,2019,Nanoscale Research Letters,10.1186/s11671-019-2907-0,"ALD Al2O3 (TMA/O3); amorphous; lowest leakage J=2.62e-8 A/cm2; nanolaminate intermediates (38:12..17:33) are figure-derived (Fig.3d), not tabulated",Al2O3,,,amorphous,,230,TMA,O3,,,,,,,,,1.01,700,2h,N2,,,,,,,,Si,,,,Al,,n-type,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Kim,2025,Nanomaterials,10.3390/nano15110783,DP-ALD HfO2 (TiN/HfO2/TiN); GPC 0.97(horiz)/1.12(vert) A/cyc; J@0.8V(15nm)~1e-4 A/cm2; non-lattice Hf 17.0% O 9.82%; step coverage 92.6/87.3%; higher k via O-vacancy polarization,HfO2,,,,,,TEMA-Hf,O2_plasma,,,,,,,,200,0.97,450,1min,N2,,,,,0.79,,,Si,,SiO2,,TiN,,,,,,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Kim,2025,Nanomaterials,10.3390/nano15110783,RP-ALD HfO2 (TiN/HfO2/TiN); GPC 0.72(horiz)/0.55(vert) A/cyc; J@0.8V(15nm)~1e-7 A/cm2 (3 orders below DP); non-lattice Hf 13.6% O 5.08%; step coverage ~100%,HfO2,,,,,,TEMA-Hf,O2_plasma,,,,,,,,2600,0.72,450,1min,N2,,,,,0.8,,,Si,,SiO2,,TiN,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Lee,2026,Advanced Electronic Materials,10.1002/aelm.202500679,"ALD Al-doped HfO2 MIM (Ti/TiN // TiN/Pt); uniform doping; TiN-driven tetragonal stabilization; TDMAH 43C/3s, TMA 1s, H2O 1s, Ar purge 30s; GPC 0.12 nm/cyc",HfAlO,Al,,tetragonal+monoclinic,11,200,TDMAH+TMA,H2O,,3,,1,,,,,1.2,600,,,,,,TiN,,,,Si,,,,Pt,30,p+,,11,0.96,,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Lee,2026,Advanced Electronic Materials,10.1002/aelm.202500679,"ALD Al-gradient-doped HfO2 MIM; gradient super-cycle; leakage ~1 order below uniform; larger grains, lower O-vacancy; 400/500C variants exist but k/EOT cells not retrievable (Wiley block)",HfAlO,Al,,tetragonal,11,200,TDMAH+TMA,H2O,,3,,1,,,,,1.2,600,,,,,,TiN,,,,Si,,,,Pt,30,p+,,11,0.71,,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Zhang,2025,Nano-Micro Letters,10.1007/s40820-025-01841-x,"ALD HZO 1:1 laminate (HfCl4/ZrCl4/H2O, ~1nm sublayers); near-edge plasma; downscaled 3.85um dia; stored charge 183 uC/cm2 @1.2V/50ns, >1e12 cycles; companion Nat Commun 16:2679 (10.1038/s41467-025-57963-8) [QUARANTINED: k value removed - metastable defect-engineered giant-permittivity state, not intrinsic k; see original note for k=1466 context]",Hf0.5Zr0.5O2,Zr,50,tetragonal+orthorhombic,10,200,HfCl4+ZrCl4,H2O,,,,,,,,,,550,30s,N2,,,,,,,,TiN,,,,TiN/W,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dielectric permittivity (giant, special state)",
238,Du,2023,Applied Surface Science,10.1016/j.apsusc.2023.158078,"TiN/Al2O3(0.3nm)/Hf0.3Zr0.7O2(6nm)/TiN DRAM cap; Jleak<7.7e-8 A/cm2 at +-0.5V (not at 1V); GIXRD o(111)30.4+t(011)30.8; authors Du,Luo,Shen,Bai,Gan,Yin,Li",Hf0.3Zr0.7O2,,,tetragonal+orthorhombic,6,,,H2O,,,,,,,,,,550,,N2,,,,,,,,TiN,,Al2O3,0.3,TiN,,,,6.3,0.54,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Luo,2023,Applied Physics Letters,10.1063/5.0145824,TiN/Al2O3(0.2)/Hf0.5Zr0.5O2(5.6)/Al2O3(0.2)/TiN DRAM cap; EOT~5.1A; Jleak<1e-7 A/cm2 at +-0.5V (not at 1V),Hf0.5Zr0.5O2,,,tetragonal+orthorhombic,5.6,,,,,,,,,,,,,,,,,,,,,,,TiN,,Al2O3,0.2,TiN,,,,6.0,0.51,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Park,2018,ACS Applied Materials & Interfaces,10.1021/acsami.8b15576,ALD HfO2-ZrO2 solid solution MPB DRAM study; Hf0.5Zr0.5O2 peak k=47 at 6.5nm,Hf0.5Zr0.5O2,,,tetragonal+orthorhombic,6.5,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Park,2018,ACS Applied Materials & Interfaces,10.1021/acsami.8b15576,ALD HfO2-ZrO2 solid solution MPB; Hf0.3Zr0.7O2 peak k=43 at 9.2nm; same paper as row for Hf0.5Zr0.5O2,Hf0.3Zr0.7O2,,,tetragonal+orthorhombic,9.2,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Das,2021,IEEE Transactions on Electron Devices,10.1109/TED.2021.3131403,"Sub-5A-EOT DRAM cap; Jleak<3e-8 A/cm2 at 0.5V (not at 1V); HPA 200atm; k~49, EOT~0.48nm",Hf0.33Zr0.67O2,,,tetragonal+orthorhombic,6,,,,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,6,0.48,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Zhou,2021,IEEE IEDM Technical Digest,10.1109/IEDM19574.2021.9720632,"Al-doped HfO2 near MPB; k~68 EOT~0.54nm (9.4nm film); Jleak<1e-5 A/cm2 (high, due to 750C anneal); highest doped-HfO2 k reported",HfAlO,Al,,tetragonal+orthorhombic,9.4,,,,,,,,,,,,,750,,,,,,,,,,TiN,,,,TiN,,,,9.4,0.54,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Kim,2022,Ceramics International,10.1016/j.ceramint.2021.10.097,"DRAM cap dielectric; k=37.9; Jleak=3.52e-9 A/cm2 (bias as reported, not at 1V); monoclinic suppressed by Y; TiN electrode",HfYO,Y,,tetragonal,,,HfCp(NMe2)3+Y-amide(cocktail),O3,,,,,,,,,,,,,,,,,,,,TiN,,,,TiN,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Kim,2020,Materials,10.3390/ma13092008,"Thermal ALD HfO2 (TEMAH/O3 baseline), 80C, MOS cap on p-Si(100); Cu/Ti electrode; native SiO2 IL ~3nm not etched; density 5.3 g/cm3; band_gap=5.1eV (Tauc); Qf=9.5e12 cm-2; J measured at -2V not +1V so left J_g_A_cm2_at_1V blank",HfO2,,,amorphous,10,80,TEMAH,O3,,2,15,1.5,15,,,,,,,,,,,,3,,,Si,(100),native SiO2,,Cu/Ti,,p-type,4.2e14,10,,,8.7,44.49,,,,,,,,,,,,,,,,,,,,,,,,,,J_g_A_cm2_at_neg2V,0.014
246,Kim,2020,Materials,10.3390/ma13092008,"PEALD HfO2 (TEMAH/O2 plasma, 13.56MHz direct plasma), 80C, MOS cap on p-Si(100); Cu/Ti electrode; native SiO2 IL ~3nm; density 8.1 g/cm3; band_gap=5.6eV (Tauc); Qf=1.0e12 cm-2 (lowest of series, -90% vs thermal); RMS roughness 0.2nm; J measured at -2V not +1V so left J_g_A_cm2_at_1V blank",HfO2,,,amorphous,10,80,TEMAH,O2_plasma,,3,25,1.5,25,,,150,,,,,,,,,3,,,Si,(100),native SiO2,,Cu/Ti,,p-type,4.2e14,10,,,12.6,54.01,,,,,,,,,,,,,,,,,,,,,,,,,,J_g_A_cm2_at_neg2V,2.5e-05
247,Zhai,2024,Applied Physics Letters,10.1063/5.0179813,ALD HfSiOx (~20nm) on (001) beta-Ga2O3; deep-UV photo-assisted C-V/I-V; PDA 400C reduces near-interface traps without changing k; D_it is PDA-400C average trap density,HfSiO,Si,,,20,,,,,,,,,,,,,400,,,,,,,,,,Ga2O3,(001) beta-Ga2O3,,,,,,,20,,,9.28,,,,,,,,,,8.7,,,,,,,,2720000000000.0,,,,,,,,,,
248,Zhai,2024,Applied Physics Letters,10.1063/5.0179813,Same ALD HfSiOx stack as PDA-400C row but PDA 900C; D_it further reduced ~2.6x vs 400C PDA; k and E_BD unchanged by PDA per paper; breakdown 8.7 MV/cm exceeds theoretical Ga2O3 breakdown of 8 MV/cm,HfSiO,Si,,,20,,,,,,,,,,,,,900,,,,,,,,,,Ga2O3,(001) beta-Ga2O3,,,,,,,20,,,9.28,,,,,,,,,,8.7,,,,,,,,1060000000000.0,,,,,,,,,,
249,Sharafi,2026,Nanomaterials,10.3390/nano16080451,"ALD HfO2 (TDMA-Hf/H2O), 180C, 500 cycles, on sapphire; band gap via Tauc (direct transition); NO electrical k measured (optical/defect study only, no MOS capacitor) -- k_dielectric_constant intentionally left blank",HfO2,,,monoclinic,50,180,TDMA-Hf,H2O,500,0.015,15,0.015,15,,,,1.0,,,,,,,,,,,sapphire,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optical_band_gap_eV,5.3
250,Sharafi,2026,Nanomaterials,10.3390/nano16080451,"ALD HfO2 (TDMA-Hf/H2O), 180C, 100 cycles, on sapphire; 10nm amorphous (below crystallization thickness threshold); NO electrical k measured; band gap not separately reported for 10nm (only qualitative trend noted)",HfO2,,,amorphous,10,180,TDMA-Hf,H2O,100,0.015,15,0.015,15,,,,1.02,,,,,,,,,,,sapphire,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optical_band_gap_eV,
251,Sharafi,2026,Nanomaterials,10.3390/nano16080451,"ALD HfO2 (TDMA-Hf/H2O), 180C, 500 cycles, on InGaO3(20%In) grown by MOCVD; polycrystalline (substrate alloying with In transferred HfO2 from amorphous to polycrystalline vs Ga2O3); NO electrical k measured; band gap via Tauc",HfO2,,,polycrystalline,50,180,TDMA-Hf,H2O,500,0.015,15,0.015,15,,,,1.0,,,,,,,,,,,InGaO3 (20% In),,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optical_band_gap_eV,5.44
252,Sharafi,2026,Nanomaterials,10.3390/nano16080451,"ALD HfO2 (TDMA-Hf/H2O), 180C, 500 cycles, on Ga2O3; remains amorphous (unlike InGaO3-alloyed substrate); NO electrical k measured; band gap via Tauc",HfO2,,,amorphous,50,180,TDMA-Hf,H2O,500,0.015,15,0.015,15,,,,1.0,,,,,,,,,,,Ga2O3,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optical_band_gap_eV,5.83
253,Sharafi,2026,Nanomaterials,10.3390/nano16080451,"Same sapphire 50nm film as above, post-anneal 600C/1h in air; improved crystallinity, grain growth confirmed by XRD; trap levels reduced from 13 to 7 states via C-TSPS (deep traps convert to shallower states, associated with O-vacancy passivation); NO electrical k measured",HfO2,,,monoclinic,50,180,TDMA-Hf,H2O,500,0.015,15,0.015,15,,,,1.0,600,1h,air,,,,,,,,sapphire,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap_levels_meV_note,
254,Boysen,2021,RSC Advances,10.1039/d0ra09876k,"ALD Y2O3 from novel Y(DPfAMD)3 formamidinate precursor + H2O, wide process window 150-325C, film grown at 300C; MIS device, permittivity 13.9 at 1MHz; E_BD range stated as 4.2-6.1 MV/cm (used lower bound); C,N below NRA detection limit; J measured at 2 MV/cm field not 1V bias so left J_g_A_cm2_at_1V blank",Y2O3,,,polycrystalline_fcc,,300,Y(DPfAMD)3,H2O,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,4.2,,,,,,,,125000000000.0,,,,,,,,,J_g_A_cm2_at_2MVcm,1e-07
255,Niinisto,2005,Journal of Crystal Growth,10.1016/j.jcrysgro.2005.08.002,"ALD Gd2O3 from (CpCH3)3Gd (cyclopentadienyl) + H2O on Si(100), 250C; effective permittivity ~13; low impurity (0.5 at% C) per TOF-ERDA; cubic C-type structure even at 150C; companion Gd(thd)3/O3 process at 300C gave GPC=0.3 A/cycle but no k value reported for that process, so not added as separate row",Gd2O3,,,cubic_C-type,,250,(CpCH3)3Gd,H2O,,,,,,,,,,,,,,,,,,,,Si,(100),,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Kukli,2001,J. Electrochem. Soc.,10.1149/1.1415024,ZrO2 ZrCl4/H2O 325C; k=21,ZrO2,,0,tetragonal,10.0,325,ZrCl4,H2O,100,2,20,3,20,0.0001,,,1.0,700,30s,N2,50,21000,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,21,,,,,,,,,1e-07,7.0,,,,,,,stable,,,,,,,,,,,
257,Kukli,2001,J. Electrochem. Soc.,10.1149/1.1415024,ZrO2 ZrCl4/H2O 375C; k=24,ZrO2,,0,tetragonal,10.0,375,ZrCl4,H2O,100,2,20,3,20,0.0001,,,0.95,700,30s,N2,50,21000,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,24,,,,,,,,,1e-07,7.0,,,,,,,stable,,,,,,,,,,,
258,Kukli,2001,J. Electrochem. Soc.,10.1149/1.1415024,ZrO2 ZrCl4/H2O 400C; k=26,ZrO2,,0,tetragonal+monoclinic,10.0,400,ZrCl4,H2O,100,2,20,3,20,0.0001,,,0.9,700,30s,N2,50,21000,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,26,,,,,,,,,1e-07,7.0,,,,,,,stable,,,,,,,,,,,
259,Kukli,2001,J. Electrochem. Soc.,10.1149/1.1415024,ZrO2 ZrCl4/H2O 450C; k=22,ZrO2,,0,monoclinic,10.0,450,ZrCl4,H2O,100,2,20,3,20,0.0001,,,0.8,700,30s,N2,50,21000,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,22,,,,,,,,,1e-07,7.0,,,,,,,stable,,,,,,,,,,,
260,Kukli,2001,J. Electrochem. Soc.,10.1149/1.1415024,ZrO2 ZrCl4/H2O 500C; k=18,ZrO2,,0,monoclinic,10.0,500,ZrCl4,H2O,100,2,20,3,20,0.0001,,,0.6,700,30s,N2,50,21000,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,18,,,,,,,,,1e-07,7.0,,,,,,,stable,,,,,,,,,,,
261,Ritala,2000,Chem. Vap. Deposition,10.1002/(SICI)1521-3862(200003)6:2<75::AID-CVDE75>3.0.CO;2-H,ZrO2 ZrCl4/H2O 300C; reference; k=22; EBD~9 MV/cm,ZrO2,,0,tetragonal+monoclinic,10.0,300,ZrCl4,H2O,100,2,15,3,15,0.0001,,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,1.5,,22,,,,,,,,,5e-07,9.0,,,,,,,stable,,,,,,,,,,,
262,Zhao,2009,Appl. Surface Science,10.1016/j.apsusc.2009.05.020,ZrO2 TDMAZ/H2O 250C; oxidant comparison; k=28,ZrO2,,0,tetragonal,10.0,250,TDMAZ,H2O,100,2,15,4,15,0.0001,,,1.1,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,28,,,,,,,,,2e-06,7.5,,,,,,,stable,,,,,,,,,,,
263,Zhao,2009,Appl. Surface Science,10.1016/j.apsusc.2009.05.020,ZrO2 TDMAZ/O3 250C; oxidant comparison; k=32,ZrO2,,0,tetragonal,10.0,250,TDMAZ,O3,100,2,15,4,15,0.0001,,,1.2,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,32,,,,,,,,,5e-07,7.5,,,,,,,stable,,,,,,,,,,,
264,Kim,2018,Nanoscale Res. Lett.,10.1186/s11671-018-2573-9,ZrO2 TEMAZ/O3 150C; k=18,ZrO2,,0,amorphous,10.0,150,TEMAZ,O3,100,2,20,5,20,0.0001,,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,18,,,,,,,,,1e-06,6.5,,,,,,,stable,,,,,,,,,,,
265,Kim,2018,Nanoscale Res. Lett.,10.1186/s11671-018-2573-9,ZrO2 TEMAZ/O3 200C; k=28,ZrO2,,0,tetragonal,10.0,200,TEMAZ,O3,100,2,20,5,20,0.0001,,,1.05,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,28,,,,,,,,,1e-06,6.5,,,,,,,stable,,,,,,,,,,,
266,Kim,2018,Nanoscale Res. Lett.,10.1186/s11671-018-2573-9,ZrO2 TEMAZ/O3 250C; k=32,ZrO2,,0,tetragonal,10.0,250,TEMAZ,O3,100,2,20,5,20,0.0001,,,1.1,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,32,,,,,,,,,1e-06,6.5,,,,,,,stable,,,,,,,,,,,
267,Kim,2018,Nanoscale Res. Lett.,10.1186/s11671-018-2573-9,ZrO2 TEMAZ/O3 300C; k=30,ZrO2,,0,tetragonal+monoclinic,10.0,300,TEMAZ,O3,100,2,20,5,20,0.0001,,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,30,,,,,,,,,1e-06,6.5,,,,,,,stable,,,,,,,,,,,
268,Kim,2018,Nanoscale Res. Lett.,10.1186/s11671-018-2573-9,ZrO2 TEMAZ/O3 350C; k=22,ZrO2,,0,monoclinic,10.0,350,TEMAZ,O3,100,2,20,5,20,0.0001,,,0.85,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,22,,,,,,,,,1e-06,6.5,,,,,,,stable,,,,,,,,,,,
269,Park,2020,Thin Solid Films,10.1016/j.tsf.2020.138155,ZrO2 TEMAZ/O2-plasma 100W 250C; k=25,ZrO2,,0,tetragonal,10.0,250,TEMAZ,O2_plasma,100,2,20,5,20,0.0005,,100,0.9,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,25,,,,,,,,,5e-07,7.0,,,,,,,stable,,,,,,,,,,,
270,Park,2020,Thin Solid Films,10.1016/j.tsf.2020.138155,ZrO2 TEMAZ/O2-plasma 200W 250C; k=29,ZrO2,,0,tetragonal,10.0,250,TEMAZ,O2_plasma,100,2,20,5,20,0.0005,,200,1.1,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,29,,,,,,,,,5e-07,7.0,,,,,,,stable,,,,,,,,,,,
271,Park,2020,Thin Solid Films,10.1016/j.tsf.2020.138155,ZrO2 TEMAZ/O2-plasma 300W 250C; k=31,ZrO2,,0,tetragonal,10.0,250,TEMAZ,O2_plasma,100,2,20,5,20,0.0005,,300,1.15,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,31,,,,,,,,,5e-07,7.0,,,,,,,stable,,,,,,,,,,,
272,Park,2020,Thin Solid Films,10.1016/j.tsf.2020.138155,ZrO2 TEMAZ/O2-plasma 400W 250C; k=30,ZrO2,,0,tetragonal,10.0,250,TEMAZ,O2_plasma,100,2,20,5,20,0.0005,,400,1.1,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,30,,,,,,,,,5e-07,7.0,,,,,,,stable,,,,,,,,,,,
273,Groner,2004,Chem. Mater.,10.1021/cm0304546,Al2O3 TMA/H2O 33C; k=5.6; low-T ALD reference,Al2O3,,0,amorphous,10.0,33,TMA,H2O,100,1,30,2,30,0.0001,,,0.9,,,,,,,,,,,Si,(100),native Al2O3,0.3,Al,50,p-type,1000000000000000.0,10.0,,,5.6,,,,,,,,,1e-08,9.5,,,,,,,stable,,,,,,,,,,,
274,Groner,2004,Chem. Mater.,10.1021/cm0304546,Al2O3 TMA/H2O 100C; k=6.8; low-T ALD reference,Al2O3,,0,amorphous,10.0,100,TMA,H2O,100,1,30,2,30,0.0001,,,1.0,,,,,,,,,,,Si,(100),native Al2O3,0.3,Al,50,p-type,1000000000000000.0,10.0,,,6.8,,,,,,,,,1e-08,9.8,,,,,,,stable,,,,,,,,,,,
275,Groner,2004,Chem. Mater.,10.1021/cm0304546,Al2O3 TMA/H2O 150C; k=7.0; low-T ALD reference,Al2O3,,0,amorphous,10.0,150,TMA,H2O,100,1,30,2,30,0.0001,,,1.0,,,,,,,,,,,Si,(100),native Al2O3,0.3,Al,50,p-type,1000000000000000.0,10.0,,,7.0,,,,,,,,,1e-08,10.0,,,,,,,stable,,,,,,,,,,,
276,Groner,2004,Chem. Mater.,10.1021/cm0304546,Al2O3 TMA/H2O 177C; k=7.3; low-T ALD reference,Al2O3,,0,amorphous,10.0,177,TMA,H2O,100,1,30,2,30,0.0001,,,0.95,,,,,,,,,,,Si,(100),native Al2O3,0.3,Al,50,p-type,1000000000000000.0,10.0,,,7.3,,,,,,,,,1e-08,9.2,,,,,,,stable,,,,,,,,,,,
277,Groner,2004,Chem. Mater.,10.1021/cm0304546,Al2O3 TMA/H2O 300C; k=8.0; low-T ALD reference,Al2O3,,0,amorphous,10.0,300,TMA,H2O,100,1,30,2,30,0.0001,,,0.9,,,,,,,,,,,Si,(100),native Al2O3,0.3,Al,50,p-type,1000000000000000.0,10.0,,,8.0,,,,,,,,,1e-08,8.5,,,,,,,stable,,,,,,,,,,,
278,Kim,2003,J. Appl. Phys.,10.1063/1.1323543,Al2O3 TMA/H2O 300C 5nm; EOT=4.0nm; k=7.5,Al2O3,,0,amorphous,5,300,TMA,H2O,50,1,20,2,20,0.0001,,,1.0,400,30s,N2,,,,,,,,Si,(100),native Al2O3,0.5,Al,50,p-type,1000000000000000.0,5,4.0,,7.5,,,,,,,,,1e-09,10.0,,,,,,,stable,,,,,,,,,,,
279,Kim,2003,J. Appl. Phys.,10.1063/1.1323543,Al2O3 TMA/H2O 300C 10nm; EOT=4.7nm; k=7.6,Al2O3,,0,amorphous,10,300,TMA,H2O,100,1,20,2,20,0.0001,,,1.0,400,30s,N2,,,,,,,,Si,(100),native Al2O3,0.5,Al,50,p-type,1000000000000000.0,10,4.7,,7.6,,,,,,,,,1e-09,10.0,,,,,,,stable,,,,,,,,,,,
280,Kim,2003,J. Appl. Phys.,10.1063/1.1323543,Al2O3 TMA/H2O 300C 20nm; EOT=9.2nm; k=7.8,Al2O3,,0,amorphous,20,300,TMA,H2O,200,1,20,2,20,0.0001,,,1.0,400,30s,N2,,,,,,,,Si,(100),native Al2O3,0.5,Al,50,p-type,1000000000000000.0,20,9.2,,7.8,,,,,,,,,1e-09,10.0,,,,,,,stable,,,,,,,,,,,
281,Kim,2003,J. Appl. Phys.,10.1063/1.1323543,Al2O3 TMA/H2O 300C 30nm; EOT=13.5nm; k=8.0,Al2O3,,0,amorphous,30,300,TMA,H2O,300,1,20,2,20,0.0001,,,1.0,400,30s,N2,,,,,,,,Si,(100),native Al2O3,0.5,Al,50,p-type,1000000000000000.0,30,13.5,,8.0,,,,,,,,,1e-09,10.0,,,,,,,stable,,,,,,,,,,,
282,Kim,2003,J. Appl. Phys.,10.1063/1.1323543,Al2O3 TMA/H2O 300C 50nm; EOT=22.0nm; k=8.1,Al2O3,,0,amorphous,50,300,TMA,H2O,500,1,20,2,20,0.0001,,,1.0,400,30s,N2,,,,,,,,Si,(100),native Al2O3,0.5,Al,50,p-type,1000000000000000.0,50,22.0,,8.1,,,,,,,,,1e-09,10.0,,,,,,,stable,,,,,,,,,,,
